Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2009,3.72E+11,"Charlotte city; Charlotte-Gastonia-Concord, NC-SC Metro Area (part); North Carolina","Charlotte city; Charlotte-Gastonia-Concord, NC-SC Metro Area (part); North Carolina",nc,321,0,ACSSF,17663,37,12000,3712000,16740,Y,32100US371674012000,,,669064,,,,669064,375386,221627,2529,28507,184,28109,12722,514864,379499,550,378949,348625,30324,135365,378949,348625,30324,56869,0.486000001,307184,1986,185603,113694,4033,55132,25726,24168,4635,28.20000076,167795,15808,3164,1327,1625,1200,425,9692,8525,1167,151987,432406,49618,382788
2009,2.41E+11,"Baltimore city; Baltimore-Towson, MD Metro Area; Maryland","Baltimore city; Baltimore-Towson, MD Metro Area; Maryland",md,321,0,ACSSF,9411,24,4000,2404000,12580,Y,32100US241258004000,,,639337,,,,639337,203214,405112,1816,11809,84,6472,10830,509628,316743,590,316153,281075,35078,192885,316153,281075,35078,42071,0.493999988,294617,1947,165077,116190,3331,46047,28956,31661,6195,32.79999924,125396,20335,1855,1539,1914,1295,619,15027,13307,1720,105061,400883,70061,330822
2009,2.51E+11,"Boston city; Boston-Cambridge-Quincy, MA-NH Metro Area (part); Massachusetts","Boston city; Boston-Cambridge-Quincy, MA-NH Metro Area (part); Massachusetts",ma,321,0,ACSSF,10322,25,7000,2507000,14460,Y,32100US251446007000,,,625304,,,,625304,355499,146821,2424,49676,239,53234,17411,527147,361748,452,361296,330383,30913,165399,361296,330383,30913,56944,0.519999981,260619,1939,439300,148929,5695,63469,36126,36246,7393,30.5,110919,16633,1888,1719,1138,703,435,11888,10214,1674,94286,421633,70196,351437
2009,5.53E+11,"Milwaukee city; Milwaukee-Waukesha-West Allis, WI Metro Area; Wisconsin","Milwaukee city; Milwaukee-Waukesha-West Allis, WI Metro Area; Wisconsin",wi,321,0,ACSSF,15961,55,53000,5553000,33340,Y,32100US553334053000,,,603338,,,,603338,294716,226023,4513,20125,201,43825,13935,457713,302116,409,301707,268424,33283,155597,301707,268424,33283,40280,0.437000006,256004,1949,150198,118261,3015,48475,27785,33224,5762,32.40000153,129592,25774,3232,1380,2355,1917,438,18807,17401,1406,103818,370250,78517,291733
2009,4.82E+11,"El Paso city; El Paso, TX Metro Area; Texas","El Paso city; El Paso, TX Metro Area; Texas",tx,321,0,ACSSF,34981,48,24000,4824000,21340,Y,32100US482134024000,,,602672,,,,602672,467253,17954,3831,7552,407,91882,13793,435771,263179,5955,257224,238671,18553,172592,257224,238671,18553,39257,0.472000003,218552,1976,108169,76948,3359,31225,19719,17281,5364,30.89999962,151939,33615,10342,3859,2338,1777,561,17076,15000,2076,118324,346146,71894,274252
2009,5.34E+11,"Seattle city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington","Seattle city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington",wa,321,0,ACSSF,11358,53,63000,5363000,42660,Y,32100US534266063000,,,594005,,,,594005,425503,45619,5152,75985,2941,13634,25171,511944,370321,946,369375,347562,21813,141623,369375,347562,21813,64065,0.486999989,297360,1957,485348,139673,4505,68405,31539,30202,5022,28.29999924,119980,7753,1376,1374,1173,549,624,3830,3166,664,112227,422995,51373,371622
2009,4.73E+11,"Nashville-Davidson metropolitan government (balance); Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area; Tennessee","Nashville-Davidson metropolitan government (balance); Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area; Tennessee",tn,321,0,ACSSF,13412,47,52006,4752006,34980,Y,32100US473498052006,,,592497,,,,592497,383175,166092,1861,18491,264,15208,7406,474182,325404,567,324837,302351,22486,148778,324837,302351,22486,49082,0.465999991,266089,1975,170724,100385,3452,45298,23910,21841,5884,29.39999962,133766,16508,3284,1262,1054,759,295,10908,9814,1094,117258,380715,51753,328962
2009,1.15E+11,"Washington city; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); District of Columbia","Washington city; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); District of Columbia",dc,321,0,ACSSF,827,11,50000,1150000,47900,Y,32100US114790050000,,,588433,,,,588433,210983,324631,1573,17439,426,23935,9446,487174,324325,2859,321466,291830,29636,162849,321466,291830,29636,61381,0.540000021,283590,1949,478397,137657,6619,61757,29978,32620,6683,29.10000038,110035,16395,1114,1118,1334,1040,294,12829,10989,1840,93640,380639,59888,320751
2009,81974020000,"Denver city; Denver-Aurora-Broomfield, CO Metro Area; Colorado","Denver city; Denver-Aurora-Broomfield, CO Metro Area; Colorado",co,321,0,ACSSF,8273,8,20000,820000,19740,Y,32100US081974020000,,,582447,,,,582447,430077,57820,6956,17952,479,52765,16398,461111,325343,538,324805,302231,22574,135768,324805,302231,22574,49347,0.504999995,274061,1962,257064,113977,3718,49792,27511,26934,6022,30.20000076,119559,16542,5012,2221,1990,1531,459,7319,6486,833,103017,382884,59236,323648
2009,2.13E+11,"Louisville/Jefferson County metro government (balance); Louisville-Jefferson County, KY-IN Metro Area (part); Kentucky","Louisville/Jefferson County metro government (balance); Louisville-Jefferson County, KY-IN Metro Area (part); Kentucky",ky,321,0,ACSSF,8866,21,48006,2148006,31140,Y,32100US213114048006,,,562382,,,,562382,411143,122464,907,9949,578,6691,10650,441745,289745,694,289051,263601,25450,152000,289051,263601,25450,46480,0.463,260346,1965,145854,83058,3930,35817,17113,20608,5590,29.39999962,143180,18883,2574,1698,1724,1355,369,12887,11406,1481,124297,350455,51454,299001
2009,3.23E+11,"Las Vegas city; Las Vegas-Paradise, NV Metro Area; Nevada","Las Vegas city; Las Vegas-Paradise, NV Metro Area; Nevada",nv,321,0,ACSSF,3110,32,40000,3240000,29820,Y,32100US322982040000,,,557604,,,,557604,401644,58635,3769,30590,2024,40004,20938,420837,281478,1300,280178,257357,22821,139359,280178,257357,22821,59001,0.449000001,231708,1991,298767,84117,2261,35454,23286,19821,3295,31.79999924,135719,12453,3473,1547,1057,769,288,6376,5892,484,123266,338012,36396,301616
2009,4.14E+11,"Portland city; Portland-Vancouver-Beaverton, OR-WA Metro Area (part); Oregon","Portland city; Portland-Vancouver-Beaverton, OR-WA Metro Area (part); Oregon",or,321,0,ACSSF,6482,41,59000,4159000,38900,Y,32100US413890059000,,,548988,,,,548988,432400,35218,6311,35649,2693,14594,22123,450219,315437,371,315066,289652,25414,134782,315066,289652,25414,52187,0.47299999,252334,1956,301591,104759,2565,44936,24493,27920,4845,31.39999962,120683,13243,2636,1935,1553,1120,433,7119,6248,871,107440,374167,56466,317701
2009,4.04E+11,"Oklahoma City city (part); Oklahoma City, OK Metro Area; Oklahoma","Oklahoma City city (part); Oklahoma City, OK Metro Area; Oklahoma",ok,321,0,ACSSF,10107,40,55000,4055000,36420,Y,32100US403642055000,,,545809,,,,545809,369515,76842,15705,21615,316,28036,33780,421598,283172,3062,280110,262566,17544,138426,280110,262566,17544,45815,0.469000012,250024,1974,128478,86288,2915,38437,18544,20298,6094,29.29999924,136368,18227,4427,1493,1716,1291,425,10591,9656,935,118141,339804,52199,287605
2009,44606077000,"Tucson city; Tucson, AZ Metro Area; Arizona","Tucson city; Tucson, AZ Metro Area; Arizona",az,321,0,ACSSF,8062,4,77000,477000,46060,Y,32100US044606077000,,,535268,,,,535268,372982,24010,15625,14406,654,89883,17708,420814,268863,4526,264337,243236,21101,151951,264337,243236,21101,40873,0.435000002,225394,1976,184517,91748,2236,38410,22427,23693,4982,31.70000076,113719,16537,4478,1654,1645,1294,351,8760,7744,1016,97182,332675,63763,268912
2009,1.31E+11,"Atlanta city; Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia","Atlanta city; Atlanta-Sandy Springs-Marietta, GA Metro Area; Georgia",ga,321,0,ACSSF,13144,13,4000,1304000,12060,Y,32100US131206004000,,,515843,,,,515843,222329,258315,1014,13934,76,13953,6222,422282,284283,426,283857,257864,25993,137999,283857,257864,25993,54565,0.57099998,246633,1967,269770,97452,3812,41550,22686,24074,5330,30.39999962,87659,15341,993,887,1299,851,448,12162,10466,1696,72318,348222,63626,284596
2009,3.51E+11,"Albuquerque city; Albuquerque, NM Metro Area; New Mexico","Albuquerque city; Albuquerque, NM Metro Area; New Mexico",nm,321,0,ACSSF,4331,35,2000,3502000,10740,Y,32100US351074002000,,,515107,,,,515107,351797,17922,25875,13460,195,87082,18776,404448,272978,1982,270996,255317,15679,131470,270996,255317,15679,49391,0.446999997,230996,1979,193748,82589,3039,36777,19336,18884,4553,29.60000038,126621,14191,3303,1280,1829,1480,349,7779,7230,549,112430,324704,45455,279249
2009,2.93E+11,"Kansas City city; Kansas City, MO-KS Metro Area (part); Missouri","Kansas City city; Kansas City, MO-KS Metro Area (part); Missouri",mo,321,0,ACSSF,17955,29,38000,2938000,28140,Y,32100US292814038000,,,474396,,,,474396,298495,134217,1815,10671,632,15479,13087,371500,256309,439,255870,234054,21816,115191,255870,234054,21816,48259,0.460999995,225569,1961,144334,78360,2853,34831,17795,17899,4982,29.39999962,111357,14035,2200,1009,1481,1219,262,9345,8232,1113,97322,303659,44457,259202
2009,62342027000,"Fresno city; Fresno, CA Metro Area; California","Fresno city; Fresno, CA Metro Area; California",ca,321,0,ACSSF,45505,6,27000,627000,23420,Y,32100US062342027000,,,467089,,,,467089,257409,37433,4558,54663,603,94636,17787,338589,214813,501,214312,191017,23295,123776,214312,191017,23295,46738,0.463999987,162943,1976,278133,76535,2319,28934,19868,22220,3194,34.20000076,103530,18984,5338,1067,2063,1692,371,10516,9867,649,84546,276497,54774,221723
2009,63110043000,"Long Beach city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Long Beach city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California",ca,321,0,ACSSF,45520,6,43000,643000,31100,Y,32100US063110043000,,,462823,,,,462823,208157,63091,2435,59704,3866,105634,19936,350232,235536,369,235167,214696,20471,114696,235167,214696,20471,54345,0.470999986,173932,1956,569515,92566,1960,38358,23372,25780,3096,32.70000076,97206,15041,4570,1098,1504,1248,256,7869,7053,816,82165,292127,47759,244368
2009,43806046000,"Mesa city; Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona","Mesa city; Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona",az,321,0,ACSSF,8053,4,46000,446000,38060,Y,32100US043806046000,,,459742,,,,459742,385116,11519,10476,8327,846,31539,11919,350499,227412,211,227201,213379,13822,123087,227201,213379,13822,54593,0.416000009,190094,1985,221550,54398,1863,23620,14019,11736,3160,30.10000038,107837,8980,2865,1388,745,635,110,3982,3623,359,98857,272927,28855,244072
2009,64090064000,"Sacramento city; Sacramento--Arden-Arcade--Roseville, CA Metro Area; California","Sacramento city; Sacramento--Arden-Arcade--Roseville, CA Metro Area; California",ca,321,0,ACSSF,45558,6,64000,664000,40900,Y,32100US064090064000,,,456394,,,,456394,228670,65653,5115,80984,5762,46890,23320,355068,228845,497,228348,206140,22208,126223,228348,206140,22208,54715,0.437000006,190672,1971,359911,84805,2171,35473,21894,22453,2814,32.09999847,102051,12512,3446,1095,1471,1125,346,6500,5989,511,89539,290057,43407,246650
2009,3.14E+11,"Omaha city; Omaha-Council Bluffs, NE-IA Metro Area (part); Nebraska","Omaha city; Omaha-Council Bluffs, NE-IA Metro Area (part); Nebraska",ne,321,0,ACSSF,8922,31,37000,3137000,36540,Y,32100US313654037000,,,443003,,,,443003,345855,52740,2191,9522,499,20578,11618,341298,243713,786,242927,226804,16123,97585,242927,226804,16123,51243,0.465999991,190985,1965,142813,68471,2246,32934,14757,15503,3031,28.39999962,104145,10914,1475,880,1128,932,196,7431,6603,828,93231,274954,35026,239928
2009,3.92E+11,"Cleveland city; Cleveland-Elyria-Mentor, OH Metro Area; Ohio","Cleveland city; Cleveland-Elyria-Mentor, OH Metro Area; Ohio",oh,321,0,ACSSF,26242,39,16000,3916000,17460,Y,32100US391746016000,,,439013,,,,439013,188129,220655,1301,7496,30,12934,8468,341542,205507,116,205391,171377,34014,136035,205391,171377,34014,30149,0.47299999,229811,1939,96005,96898,3478,34666,21038,29359,8357,34.09999847,100815,25606,3012,1846,2118,1526,592,18630,16700,1930,75209,265951,70405,195546
2009,5.15E+11,"Virginia Beach city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia","Virginia Beach city; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia",va,321,0,ACSSF,12125,51,82000,5182000,47260,Y,32100US514726082000,,,434922,,,,434922,305331,83786,938,23747,545,5475,15100,337515,245528,26954,218574,208070,10504,91987,218574,208070,10504,68822,0.40200001,174133,1980,291708,53976,823,25131,14832,10510,2680,29.79999924,111329,5661,999,425,277,251,26,3960,3760,200,105668,271390,16215,255175
2009,1.23E+11,"Miami city; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area; Florida","Miami city; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area; Florida",fl,321,0,ACSSF,21976,12,45000,1245000,33100,Y,32100US123310045000,,,418480,,,,418480,299957,90371,335,3761,48,17796,6212,340647,202121,186,201935,186327,15608,138526,201935,186327,15608,32377,0.540000021,187297,1963,314732,100303,1860,31619,27968,33955,4901,38,92500,20069,3424,4310,2015,1387,628,10320,8504,1816,72431,256752,55138,201614
2009,7.24E+11,"San Juan zona urbana; San Juan-Caguas-Guaynabo, PR Metro Area; Puerto Rico","San Juan zona urbana; San Juan-Caguas-Guaynabo, PR Metro Area; Puerto Rico",pr,321,0,ACSSF,9027,72,76770,7276770,41980,Y,32100US724198076770,,,410854,,,,410854,276662,68479,1727,4260,14,38883,20829,329318,177514,122,177392,151898,25494,151804,177392,151898,25494,25744,0.578000009,173414,1965,175177,62980,2721,19686,10570,13181,16822,30.79999924,92440,31850,3848,4213,2969,1856,1113,20820,16173,4647,60590,245807,82627,163180
2009,64186053000,"Oakland city; San Francisco-Oakland-Fremont, CA Metro Area; California","Oakland city; San Francisco-Oakland-Fremont, CA Metro Area; California",ca,321,0,ACSSF,45568,6,53000,653000,41860,Y,32100US064186053000,,,398793,,,,398793,149522,114898,2427,62006,2498,51615,15827,317378,210231,506,209725,189999,19726,107147,209725,189999,19726,53970,0.507000029,174143,1947,584068,88281,2436,36174,20643,25588,3440,32.5,82813,12540,2955,1181,1587,1055,532,6817,5836,981,70273,263644,41094,222550
2009,81782016000,"Colorado Springs city; Colorado Springs, CO Metro Area; Colorado","Colorado Springs city; Colorado Springs, CO Metro Area; Colorado",co,321,0,ACSSF,8270,8,16000,816000,17820,Y,32100US081782016000,,,397913,,,,397913,317491,26155,3331,10872,914,20635,18515,307896,215177,7313,207864,193505,14359,92719,207864,193505,14359,57950,0.437000006,173122,1981,226112,58383,1384,28432,13401,12872,2294,28.79999924,99805,8129,1778,870,782,622,160,4699,4265,434,91676,252837,26602,226235
2009,4.05E+11,"Tulsa city; Tulsa, OK Metro Area; Oklahoma","Tulsa city; Tulsa, OK Metro Area; Oklahoma",ok,321,0,ACSSF,10112,40,75000,4075000,46140,Y,32100US404614075000,,,384415,,,,384415,264168,59775,14180,7619,569,16304,21800,299758,198571,404,198167,185141,13026,101187,198167,185141,13026,42015,0.503000021,184185,1970,121201,74672,3030,33268,17182,16434,4758,29.20000076,93984,14163,3153,1036,1481,1064,417,8493,7764,729,79821,235057,38879,196178
2009,2.73E+11,"Minneapolis city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota","Minneapolis city; Minneapolis-St. Paul-Bloomington, MN-WI Metro Area (part); Minnesota",mn,321,0,ACSSF,18269,27,43000,2743000,33460,Y,32100US273346043000,,,379499,,,,379499,264075,64378,5927,19350,115,14478,11176,310030,227808,101,227707,209137,18570,82222,227707,209137,18570,49550,0.493000001,180909,1939,249461,79291,2583,34250,19072,20710,2676,31,73900,11183,2214,675,1255,966,289,7039,6363,676,62717,260390,50769,209621
2009,3.74E+11,"Raleigh city (part); Raleigh-Cary, NC Metro Area; North Carolina","Raleigh city (part); Raleigh-Cary, NC Metro Area; North Carolina",nc,321,0,ACSSF,17691,37,55000,3755000,39580,Y,32100US373958055000,,,376849,,,,376849,228686,106660,1282,15378,25,20033,4785,299007,213993,362,213631,200626,13005,85014,213631,200626,13005,57909,0.458000004,165853,1987,214274,66843,2326,31043,15615,15604,2255,29.29999924,83503,7384,1761,622,767,524,243,4234,3921,313,76119,244446,31940,212506
2009,1.53E+11,"Honolulu CDP; Honolulu, HI Metro Area; Hawaii","Honolulu CDP; Honolulu, HI Metro Area; Hawaii",hi,321,0,ACSSF,2286,15,17000,1517000,26180,Y,32100US152618017000,,,374359,,,,374359,80439,8776,628,201757,22954,2764,57041,316408,199062,8049,191013,183760,7253,117346,191013,183760,7253,62920,0.469999999,165439,1971,623382,74274,2201,28513,19110,17830,6620,32.40000153,88823,6365,1429,1462,723,419,304,2751,2050,701,82458,234226,25038,209188
2009,4.82E+11,"Arlington city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Arlington city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas",tx,321,0,ACSSF,34968,48,4000,4804000,19100,Y,32100US481910004000,,,370217,,,,370217,231718,64523,1848,24092,338,38992,8706,275203,203057,269,202788,187839,14949,72146,202788,187839,14949,57394,0.425000012,146755,1983,141619,55296,1957,25786,13424,11735,2394,29,90093,9436,2806,720,909,554,355,5001,4612,389,80657,237020,27751,209269
2009,2.05E+11,"Wichita city; Wichita, KS Metro Area; Kansas","Wichita city; Wichita, KS Metro Area; Kansas",ks,321,0,ACSSF,11567,20,79000,2079000,48620,Y,32100US204862079000,,,362030,,,,362030,268763,39539,3412,16058,254,20076,13928,276452,191760,1280,190480,175900,14580,84692,190480,175900,14580,48005,0.449999988,163809,1967,117400,54379,2186,25280,12173,12368,2372,28.60000038,92059,10600,2198,1096,1105,848,257,6201,5564,637,81459,222876,30421,192455
2009,2.94E+11,"St. Louis city; St. Louis, MO-IL Metro Area (part); Missouri","St. Louis city; St. Louis, MO-IL Metro Area (part); Missouri",mo,321,0,ACSSF,17967,29,65000,2965000,41180,Y,32100US294118065000,,,355078,,,,355078,165597,171272,1042,7384,94,2913,6776,282674,182703,229,182474,159969,22505,99971,182474,159969,22505,37172,0.479000002,180490,1939,130215,72231,2527,29889,15212,19644,4959,31,70600,14807,1430,939,1403,1051,352,11035,10093,942,55793,225611,47717,177894
2009,63110069000,"Santa Ana city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Santa Ana city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California",ca,321,0,ACSSF,45529,6,69000,669000,31100,Y,32100US063110069000,,,336988,,,,336988,158318,4058,1649,30059,1251,136457,5196,241582,166700,59,166641,153896,12745,74882,166641,153896,12745,59212,0.395999998,78724,1967,498271,37803,788,15432,10616,9955,1012,32.90000153,60994,9003,3510,647,1436,1321,115,3410,2992,418,51991,205796,30230,175566
2009,1.25E+11,"Tampa city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida","Tampa city; Tampa-St. Petersburg-Clearwater, FL Metro Area; Florida",fl,321,0,ACSSF,22006,12,71000,1271000,45300,Y,32100US124530071000,,,335406,,,,335406,220447,88366,849,9681,565,8824,6674,263369,175023,1845,173178,158349,14829,88346,173178,158349,14829,46933,0.527999997,156675,1972,220030,60714,1414,24613,15054,15649,3984,32.20000076,76961,11369,1748,1160,1189,799,390,7272,6566,706,65592,208979,33225,175754
2009,3.92E+11,"Cincinnati city; Cincinnati-Middletown, OH-KY-IN Metro Area (part); Ohio","Cincinnati city; Cincinnati-Middletown, OH-KY-IN Metro Area (part); Ohio",oh,321,0,ACSSF,26240,39,15000,3915000,17140,Y,32100US391714015000,,,332572,,,,332572,178291,139193,311,5059,39,2487,7192,267196,168874,116,168758,151758,17000,98322,168758,151758,17000,36768,0.522000015,175343,1946,140315,80926,3332,34517,16605,21616,4856,30.20000076,66543,13651,1338,966,942,732,210,10405,9404,1001,52892,208644,46320,162324
2009,63110002000,"Anaheim city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Anaheim city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California",ca,321,0,ACSSF,45508,6,2000,602000,31100,Y,32100US063110002000,,,331702,,,,331702,203594,9093,1605,44884,1642,62594,8290,245130,171363,94,171269,157330,13939,73767,171269,157330,13939,62849,0.414999992,101297,1972,581244,48632,520,17223,15416,13927,1546,35.40000153,72546,7677,2970,724,593,447,146,3390,3074,316,64869,205422,21645,183777
2009,2.24E+11,"New Orleans city; New Orleans-Metairie-Kenner, LA Metro Area; Louisiana","New Orleans city; New Orleans-Metairie-Kenner, LA Metro Area; Louisiana",la,321,0,ACSSF,11595,22,55000,2255000,35380,Y,32100US223538055000,,,328669,,,,328669,104557,207099,695,9298,254,3756,3010,265927,163504,529,162975,142593,20382,102423,162975,142593,20382,39377,0.546000004,154266,1954,189838,55659,1826,18016,11750,17688,6379,37.40000153,63926,12085,938,1091,787,430,357,9269,7678,1591,51841,209498,41980,167518
2009,3.95E+11,"Toledo city; Toledo, OH Metro Area; Ohio","Toledo city; Toledo, OH Metro Area; Ohio",oh,321,0,ACSSF,26267,39,77000,3977000,45780,Y,32100US394578077000,,,316725,,,,316725,218177,78510,1032,3790,12,7330,7874,248299,160280,276,160004,138417,21587,88019,160004,138417,21587,38829,0.43599999,144951,1952,107191,49792,2023,19189,10267,14654,3659,32.79999924,72826,12960,1932,1003,1377,1083,294,8648,7614,1034,59866,195611,40352,155259
2009,4.24E+11,"Pittsburgh city; Pittsburgh, PA Metro Area; Pennsylvania","Pittsburgh city; Pittsburgh, PA Metro Area; Pennsylvania",pa,321,0,ACSSF,27852,42,61000,4261000,38300,Y,32100US423830061000,,,313118,,,,313118,213000,78783,531,11090,166,2713,6835,265829,161543,209,161334,148197,13137,104286,161334,148197,13137,38806,0.510999978,165294,1939,90249,66453,2358,27200,14129,18060,4706,31.20000076,66134,9876,1083,1008,918,631,287,6867,5955,912,56258,195410,41260,154150
2009,61254003526,"Bakersfield city; Bakersfield, CA Metro Area; California","Bakersfield city; Bakersfield, CA Metro Area; California",ca,321,0,ACSSF,45496,6,3526,603526,12540,Y,32100US061254003526,,,310077,,,,310077,182654,25764,2773,15363,256,68832,14435,220613,142974,205,142769,130300,12469,77639,142769,130300,12469,56350,0.43900001,107964,1983,286387,40163,1094,16425,10663,10402,1579,32.29999924,73516,10340,3000,721,1182,1126,56,5437,5111,326,63176,181640,27416,154224
2009,81974004000,"Aurora city; Denver-Aurora-Broomfield, CO Metro Area; Colorado","Aurora city; Denver-Aurora-Broomfield, CO Metro Area; Colorado",co,321,0,ACSSF,8271,8,4000,804000,19740,Y,32100US081974004000,,,309091,,,,309091,213250,46217,3293,12887,645,23145,9654,231955,165695,1313,164382,153332,11050,66260,164382,153332,11050,53895,0.419,128846,1980,207975,42138,607,16862,10119,11511,3039,32.79999924,74765,9617,3044,1150,808,630,178,4615,4347,268,65148,194545,25596,168949
2009,64014062000,"Riverside city; Riverside-San Bernardino-Ontario, CA Metro Area; California","Riverside city; Riverside-San Bernardino-Ontario, CA Metro Area; California",ca,321,0,ACSSF,45550,6,62000,662000,40140,Y,32100US064014062000,,,291094,,,,291094,175207,20266,2197,17956,782,61363,13323,217709,143261,123,143138,130343,12795,74448,143138,130343,12795,62277,0.421000004,95322,1974,402809,35874,912,14154,9709,9657,1442,33.20000076,64254,5742,2117,706,466,371,95,2453,2126,327,58512,178698,21785,156913
2009,2.13E+11,"Lexington-Fayette urban county; Lexington-Fayette, KY Metro Area; Kentucky","Lexington-Fayette urban county; Lexington-Fayette, KY Metro Area; Kentucky",ky,321,0,ACSSF,8864,21,46027,2146027,30460,Y,32100US213046046027,,,287537,,,,287537,226280,38968,507,9021,246,7272,5243,232708,160585,153,160432,151845,8587,72123,160432,151845,8587,50907,0.479000002,130258,1978,168769,49912,1897,22314,10128,12410,3163,29.29999924,67868,7087,1097,715,631,416,215,4644,4107,537,60781,187449,32070,155379
2009,64470075000,"Stockton city; Stockton, CA Metro Area; California","Stockton city; Stockton, CA Metro Area; California",ca,321,0,ACSSF,45593,6,75000,675000,44700,Y,32100US064470075000,,,284693,,,,284693,135634,35213,2721,61005,1373,33134,15613,205697,126298,93,126205,110363,15842,79399,126205,110363,15842,51506,0.441000015,97372,1977,346336,40462,967,14545,10309,12868,1773,35.59999847,64263,9644,2571,626,1264,1045,219,5183,4723,460,54619,164767,28509,136258
2009,4.82E+11,"Corpus Christi city (part); Corpus Christi, TX Metro Area; Texas","Corpus Christi city (part); Corpus Christi, TX Metro Area; Texas",tx,321,0,ACSSF,34966,48,17000,4817000,18580,Y,32100US481858017000,,,283843,,,,283843,228680,12673,1214,4353,0,31653,5270,215001,138990,2607,136383,126268,10115,76011,136383,126268,10115,46367,0.474000007,116751,1974,108820,42034,1001,16997,9515,11794,2727,32.40000153,71258,10915,2133,1136,1363,1060,303,6283,5690,593,60343,170774,27682,143092
2009,21126003000,"Anchorage municipality; Anchorage, AK Metro Area; Alaska","Anchorage municipality; Anchorage, AK Metro Area; Alaska",ak,321,0,ACSSF,3495,2,3000,203000,11260,Y,32100US021126003000,,,280389,,,,280389,195537,16531,15796,17965,3235,6594,24731,215293,159903,7847,152056,140992,11064,55390,152056,140992,11064,76186,0.416000009,110982,1980,277916,40446,1013,19809,9781,7157,2686,27.89999962,69804,4060,696,317,503,475,28,2544,2368,176,65744,184302,12881,171421
